-0.0713	2.8118	0	0	-0.0713	2.8118	-0.0118	2.9997	-0.0785	0.9969
-0.00134485	3.25381	0.174807	1.10452	0.0129446	3.70228	-0.0712	3.395	-0.2028	0.9792
-0.137388	3.769	-0.0826343	1.19623	-0.1374	3.769	-0.1797	3.7797	-0.3239	0.9461
-0.234574	3.54784	-0.136085	0.613101	-0.240411	3.88497	-0.3356	4.1478	-0.4399	0.898
-0.613396	4.59999	-0.338882	1.11756	-0.6134	4.6	-0.5364	4.4935	-0.549	0.8358
-0.791499	4.54726	-0.360164	0.867601	-0.8092	4.71395	-0.7789	4.8112	-0.6494	0.7604
-1.1471	5.1917	-0.448333	0.991557	-1.1471	5.1917	-1.0593	5.0961	-0.7396	0.673
-0.957225	5.20816	-0.316429	0.855742	-1.07481	5.71165	-1.3732	5.3436	-0.8181	0.575
-1.7927	5.6133	-0.538032	0.875385	-1.7927	5.6133	-1.7157	5.5498	-0.8838	0.4679
-1.96307	5.22849	-0.525571	0.671168	-2.09871	5.65267	-2.0813	5.7114	-0.9354	0.3535
-2.4442	5.9618	-0.593316	0.787411	-2.4442	5.9618	-2.4643	5.8259	-0.9724	0.2334
-2.38054	4.54767	-0.524892	0.394331	-2.84214	5.68918	-2.8586	5.8916	-0.994	0.1097
-3.2297	5.966	-0.658093	0.65702	-3.2297	5.966	-3.258	5.9073	-0.9999	-0.0157
-3.26313	6.12182	-0.613888	0.63644	-3.23659	6.06356	-3.6563	5.8728	-0.99	-0.1409
-4.2232	5.9198	-0.741508	0.554888	-4.2232	5.9198	-4.0471	5.7886	-0.9646	-0.2639
-2.83222	3.90452	-0.460187	0.181941	-4.19695	5.7405	-4.4242	5.6562	-0.9239	-0.3827
-4.8088	5.2222	-0.74032	0.376493	-4.8088	5.2222	-4.7818	5.4775	-0.8686	-0.4955
-4.05992	4.22436	-0.586614	0.207575	-5.11852	5.32954	-5.1142	5.2554	-0.7997	-0.6004
-5.3234	5.0815	-0.729532	0.315109	-5.3234	5.0815	-5.4161	4.9934	-0.7181	-0.6959
-5.01287	3.90343	-0.650263	0.143487	-5.49625	4.4083	-5.6828	4.6957	-0.6253	-0.7804
-6.1845	4.5557	-0.764222	0.217858	-6.1845	4.5557	-5.9101	4.3668	-0.5225	-0.8526
-5.1737	3.16738	-0.607474	0.0421812	-6.64695	4.21927	-6.0944	4.0121	-0.4115	-0.9114
-6.3473	3.5539	-0.71324	0.0841931	-6.3473	3.5539	-6.2327	3.6371	-0.2941	-0.9558
-3.66752	2.09652	-0.390906	-0.0779	-6.31056	3.50829	-6.323	3.2476	-0.1719	-0.9851
-6.5602	2.7706	-0.675976	-0.00442806	-6.5602	2.7706	-6.3637	2.85	-0.0471	-0.9989
-3.81213	1.32821	-0.374093	-0.148508	-6.91946	2.57368	-6.3543	2.4503	0.0784	-0.9969
-6.4759	1.9672	-0.615864	-0.0813464	-6.4759	1.9672	-6.2949	2.055	0.2028	-0.9792
-2.07789	0.22766	-0.185781	-0.23942	-6.42577	1.48486	-6.1864	1.6703	0.3239	-0.9461
-6.1837	1.4634	-0.545775	-0.120523	-6.1837	1.4634	-6.0305	1.3022	0.4399	-0.898
-1.54851	0.267434	-0.127326	-0.219478	-5.72196	1.18609	-5.8297	0.9566	0.549	-0.8358
-5.6794	0.616	-0.467358	-0.183111	-5.6794	0.616	-5.5872	0.6388	0.6494	-0.7604
-0.193205	-0.438582	-0.00979479	-0.262259	-5.73375	0.0722072	-5.3068	0.3539	0.7396	-0.673
-4.9743	-0.1199	-0.383048	-0.229164	-4.9743	-0.1199	-4.9928	0.1064	0.8181	-0.575
-1.74217	-0.246318	-0.126563	-0.231796	-5.00588	-0.384165	-4.6504	-0.0997	0.8838	-0.468
-4.3482	-0.1877	-0.314477	-0.220668	-4.3482	-0.1877	-4.2848	-0.2614	0.9354	-0.3535
1.2303	-0.0964655	0.0929568	-0.207845	-3.81716	-0.390678	-3.9018	-0.3759	0.9724	-0.2335
-3.4025	-0.2587	-0.231375	-0.213338	-3.4025	-0.2587	-3.5075	-0.4416	0.994	-0.1098
0.535187	-0.202805	0.0410271	-0.2038	-3.57717	-0.621754	-3.108	-0.4572	0.9999	0.0157
-2.829	-0.5651	-0.181399	-0.222274	-2.829	-0.5651	-2.7098	-0.4228	0.99	0.1409
5.14996	1.30557	0.335076	-0.0967096	-1.55539	-0.278364	-2.319	-0.3386	0.9646	0.2638
-1.7659	-0.3633	-0.105576	-0.198604	-1.7659	-0.3633	-1.9419	-0.2062	0.9239	0.3827
2.47186	1.00213	0.15574	-0.110585	-1.58792	-0.0557474	-1.5843	-0.0275	0.8686	0.4954
-1.5235	-0.1191	-0.0858045	-0.174697	-1.5235	-0.1191	-1.2519	0.1946	0.7997	0.6004
-0.125925	0.851288	-0.00266469	-0.114244	-0.981633	0.448408	-0.95	0.4566	0.7181	0.6959
-0.7167	0.8225	-0.0361732	-0.113284	-0.7167	0.8225	-0.6833	0.7543	0.6253	0.7804
-1.73569	2.47049	-0.0914688	-0.0182672	-0.511027	1.29179	-0.456	1.0832	0.5225	0.8526
-0.2097	1.192	-0.00654031	-0.0873581	-0.2097	1.192	-0.2717	1.4379	0.4115	0.9114
-0.43586	3.37121	-0.0191196	0.0309645	-0.0946503	2.52933	-0.1334	1.813	0.2941	0.9558
-0.2754	2.195	-0.0103634	-0.0309456	-0.2754	2.195	-0.0431	2.2024	0.172	0.9851
-0.970913	8.5907	-0.0421642	0.323212	-0.107068	2.70208	-0.0024	2.6	0.0471	0.9989
0.1087	2.9714	0.0126631	0.0357649	0.1087	2.9714	0.0039	2.9999	0.0471	0.9989
0.237604	10.15	0.0205302	0.304951	0.10388	3.02772	0.0509	3.3969	0.172	0.9851
0.1792	3.7334	0.0173273	-0.0094207	0.1792	3.7334	0.1473	3.7848	0.2941	0.9558
0.378062	7.48933	0.0262974	0.109078	0.393271	4.02091	0.2915	4.1576	0.4115	0.9114
0.6251	4.7224	0.037248	-0.0210475	0.6251	4.7224	0.4813	4.5094	0.5225	0.8526
1.57242	10.9702	0.0229715	0.35681	0.833547	4.96309	0.7137	4.8347	0.6253	0.7804
1.144	5.2543	0.00343443	0.0952517	1.144	5.2543	0.9851	5.1282	0.7181	0.6959
0.752152	3.55309	-0.00838097	0.041371	1.1382	5.07329	1.2911	5.3854	0.7997	0.6004
1.5809	5.5806	0.0274873	0.128055	1.5809	5.5806	1.6269	5.6023	0.8686	0.4954
-2.15979	6.79151	0.0374179	-0.868209	1.90878	5.85396	1.9873	5.7753	0.9239	0.3827
2.3577	5.9174	0.225033	-0.890161	2.3577	5.9174	2.3664	5.9018	0.9646	0.2638
-16.5018	-13.4813	-0.36714	0.300754	2.60518	5.85737	2.7585	5.9798	0.99	0.1409
3.3356	6.1925	0.438717	1.08924	3.3356	6.1925	3.1572	6.008	0.9999	0.0157
18.6655	-30.3276	0.912293	-0.0161461	3.37016	5.80109	3.5564	5.9861	0.994	-0.1098
3.6229	5.907	0.310407	1.39959	3.6229	5.907	3.9496	5.9142	0.9724	-0.2335
14.5463	-34.4013	0.646622	0.752233	4.51689	5.75081	4.3308	5.7937	0.9354	-0.3535
4.4913	5.629	0.255936	2.25721	4.4913	5.629	4.6938	5.6263	0.8838	-0.468
16.6533	-7.56398	0.815579	2.56352	5.18176	5.16419	5.033	5.4148	0.8181	-0.575
5.2575	5.1951	0.384601	2.99493	5.2575	5.1951	5.343	5.1624	0.7396	-0.673
8.63697	41.3747	2.25093	5.41284	6.17401	4.66241	5.6189	4.8732	0.6494	-0.7604
5.9677	4.4684	2.12344	4.01737	5.9677	4.4684	5.8564	4.5516	0.549	-0.8358
-29.4939	3.14188	1.03209	0.642309	6.07894	4.53738	6.0517	4.2029	0.4399	-0.898
6.0564	3.6975	2.25219	0.652681	6.0564	3.6975	6.2018	3.8324	0.3239	-0.9461
-152.318	-76.3329	-2.76603	-4.31245	6.46109	3.64126	6.3042	3.446	0.2028	-0.9792
6.3868	3.2811	2.63323	-1.5644	6.3868	3.2811	6.3574	3.0498	0.0784	-0.9969
5.95415	5.81822	2.37865	-1.56536	6.03049	2.62965	6.3606	2.6501	-0.0471	-0.9989
6.2751	2.2435	2.35791	-1.66235	6.2751	2.2435	6.3136	2.2531	-0.1719	-0.9851
-74.6096	11.9183	0.984631	-1.50416	6.00667	1.68894	6.2172	1.8651	-0.2941	-0.9558
5.9294	1.6486	3.55349	-1.81405	5.9294	1.6486	6.073	1.4923	-0.4115	-0.9114
nan	nan	nan	nan	5.63148	0.928461	5.8832	1.1405	-0.5225	-0.8526
